Data;Estacao_Ano;Tipo_Planta;Chuva_mm;Cor_Folha;Densidade_Fibra;Tamanho_Raiz_cm;Num_Praga;Tempo_Crescimento_horas;Custo_Cultivo
2020-03-06;Primavera;Tomate;1.1182733129259368;-2.2774119415983214;3.048212262487538;36.83672668840512;33.0;8235.44699424915;42931.26407766699
2020-03-07;Primavera;Trigo;1.0055668836933611;18.97734173096386;1.456505221390775;49.515785167553545;13.0;4431.785800174712;34085.608556508305
2020-03-09;Primavera;Trigo;1.1841324262361501;33.49296299209039;1.3335602209073212;36.51464648425091;23.5;6375.719271268099;38194.5238176873
2020-03-17;Primavera;Trigo;0.40587187113763656;19.64790857222926;3.5899039232270096;18.557006257148988;8.0;3620.2065034953935;28630.010256700352
2020-03-22;Primavera;Cenoura;0.6676257789636298;41.41132111006233;3.674173250840416;20.0472890573992;21.0;6057.84651179647;44648.87472589621
2020-03-23;Primavera;Tomate;1.1538722466896791;15.14854055397046;2.253642470035642;33.08926407473842;43.0;10062.99594308609;46287.80990337221
2020-03-24;Primavera;Cenoura;0.6096827892949099;31.559376863822937;3.747310977460253;16.51797431950624;4.0;2897.99026826803;27108.983942212064
2020-03-25;Primavera;Cenoura;1.012387886922759;49.59010841571951;3.489024036073986;15.069795608183655;39.0;9412.131012393973;49409.48743000359
2020-03-29;Primavera;Batata;1.1404992036150838;28.14821826127988;2.2221004853346926;32.34987261042743;6.0;3211.675916060597;32955.81017517469
2020-04-04;Primavera;Tomate;1.4136071924210103;14.155477580071594;2.563392646543228;25.42327844064709;37.0;8994.71919872125;42809.53643273097
2020-04-06;Primavera;Tomate;0.8413672086034623;4.678677495556001;2.457147501030839;48.7174091640067;36.0;8910.603193417215;50666.73332470529
2020-04-07;Primavera;Batata;1.0409828741190283;12.109277315354548;1.5153474739668982;32.50342348516878;0.5;2145.498735917526;19307.51787792085
2020-04-08;Primavera;Milho;1.1378428116894326;53.13302236157629;2.8997176868403263;20.94346880283195;2.0;2442.6899881820286;18588.70865148883
2020-04-09;Primavera;Batata;1.7634179392771694;7.5112805232477635;1.427136648565822;25.323335031551697;42.0;9795.08113229897;39818.669129923815
2020-04-11;Primavera;Milho;1.479126496222536;44.45176637520059;3.0604161403328742;24.68321921975935;34.0;8342.150900995246;39055.68374642318
2020-04-13;Primavera;Milho;1.3383083110697016;40.18472722676073;1.7201590924329002;54.69068292896476;19.5;5680.849372669755;33991.81621461948
2020-04-18;Primavera;Milho;1.5810272150672955;55.94279794289944;2.4634639939523577;41.669701950466894;24.0;6411.880591807187;33299.204307773616
2020-04-19;Primavera;Soja;1.2079176660957196;28.06754245396333;2.9695653065861523;40.54001052889264;41.0;9734.640625625316;47951.63279204267
2020-04-22;Primavera;Soja;1.7087990266513602;18.115650962493014;1.9212411579980868;40.85076463957023;36.0;8736.23092328386;38927.99483070697
2020-04-24;Primavera;Trigo;0.8446307943621656;20.31799995912074;3.011967361544142;26.64173316169028;24.0;6739.013617346329;46756.112602678295
2020-04-27;Primavera;Tomate;1.8415129021094674;3.237847956899963;1.641431257366826;18.01841648282364;17.5;5141.878968368876;26473.74412323585
2020-04-30;Primavera;Trigo;1.192787199384923;21.291880546599764;1.7792623695095346;15.584849816198773;7.5;3356.8225552838485;17683.307064744986
2020-05-01;Primavera;Milho;1.0320565314930306;50.99802010620742;2.665141796737391;53.10609199761797;31.0;7964.640009385144;46493.89956636329
2020-05-02;Primavera;Cenoura;1.6142140406390255;47.590734959960166;2.186863227670884;42.14590890383758;10.0;3794.061825742514;25817.81216738703
2020-05-07;Primavera;Soja;1.8731404361416784;23.086265981238828;2.2236143679522065;10.42287285035234;23.0;6141.603631039782;29183.427105555318
2020-05-10;Primavera;Soja;1.5281911731577587;29.8325755891975;1.4600384396941717;26.079592195055184;39.0;9425.980932398092;43777.47518516549
2020-05-11;Primavera;Batata;0.7956248858138137;4.598499955089364;3.5364471500845904;21.837644757473512;9.0;3835.0869571306125;28097.93190225171
2020-05-14;Primavera;Milho;1.4569878676948804;52.35426444239808;2.290492407922808;26.391953967405986;18.0;5284.634352415569;30348.61156263448
2020-05-16;Primavera;Trigo;1.0425418410107876;29.117246123723717;3.2531170502407707;49.95791991652314;19.5;5791.991627080995;40531.17172145653
2020-05-17;Primavera;Cenoura;1.0033983320128497;35.48367604107319;2.799245891965514;14.232326332908425;15.0;4890.065518154519;35533.512786994426
2020-05-23;Primavera;Batata;1.6367212827904332;17.55326374977442;2.1474288839395017;40.7919131855741;26.0;6870.270169267348;35262.552881764976
2020-05-24;Primavera;Soja;0.6433563900864339;34.44211562743278;1.962171957866623;50.63628453063743;9.0;3878.2549158655493;40748.74341929155
2020-05-26;Primavera;Tomate;1.3857568553933044;-2.1579870874629883;1.964736196400158;13.360503086680568;18.0;5247.503665959727;31667.98653361606
2020-05-28;Primavera;Tomate;1.3990557408051438;12.79373573011932;0.6476273884722721;26.957469012932197;10.5;3845.4704998004763;26966.147606552666
2020-06-03;Verão;Tomate;1.4259975620569798;12.433159675835036;1.3617922985661413;11.906115986971278;64.5;12522.85236121032;58149.269644813845
2020-06-05;Verão;Soja;1.9247397371511539;13.86998985770975;2.1305007569159664;27.98105630096983;58.5;10672.478391586912;47719.11725219675
2020-06-09;Verão;Trigo;2.3382691234645447;30.870100482307876;2.4144173742270296;12.27027825233887;33.75;6366.276074852071;29515.577549052243
2020-06-12;Verão;Cenoura;1.2853368743885951;45.22085821341365;1.7361770350379475;17.275591239955816;3.75;1114.6939367971818;27182.0167223865
2020-06-18;Verão;Tomate;0.9275465339124653;17.866875868171277;1.8597884082241207;35.18358363693834;6.0;1426.8958401167938;34201.3211496565
2020-06-19;Verão;Tomate;2.479989952415553;2.1995351155472616;0.7456878826721687;9.83880047476246;34.5;6596.815701460791;30324.4908400411
2020-06-28;Verão;Milho;1.8945676290840023;46.226680583958505;3.192439887545812;45.242394666439296;5.25;1514.814355885437;21861.590678791392
2020-06-29;Verão;Milho;1.6337074161821277;56.42115392041252;2.722257225879007;47.67847313140632;37.5;7671.164365312185;41336.03822151616
2020-07-01;Verão;Soja;2.242904257714228;32.50305959154865;1.5814114933087926;10.70674525143978;28.5;4902.990740448233;28030.548338891193
2020-07-04;Verão;Tomate;1.4140014042353584;15.596825686897994;1.4089188942505015;45.76762771428172;40.5;7825.329848737909;44198.73107665303
2020-07-05;Verão;Batata;2.238884335675108;27.681795935602672;1.2781532650135408;34.14828868325114;36.0;6636.953909497899;33703.97143653379
2020-07-08;Verão;Cenoura;1.441254074072318;30.21486511832627;1.5715328220626663;16.389503347356353;13.5;2999.920402131319;31359.66786535844
2020-07-11;Verão;Cenoura;0.8765068177973592;39.15912204742251;3.0250990583022785;21.40718113635887;42.0;8571.533398156429;53560.6169492153
2020-07-14;Verão;Soja;2.017566569494575;24.569560231983807;1.1819416154453657;27.340959647451445;52.5;9599.532171074263;45850.060860950114
2020-07-29;Verão;Soja;1.185561603535137;11.818100932440284;2.8871637924061155;19.00526063181809;6.0;780.5169478839125;16821.670602628386
2020-07-30;Verão;Milho;2.1040756297640204;33.58017882351741;1.8326540093138104;32.41611229518263;29.25;6001.376939666266;30384.784690238797
2020-08-07;Verão;Tomate;1.8924258355030343;16.547028231750428;1.7816692621172647;27.873737814577503;48.0;9224.223833077252;44219.00068064677
2020-08-09;Verão;Batata;1.5079118196250152;26.88504448840658;1.127559688574593;17.883231800077212;2.25;299.0246953645574;11561.436140967455
2020-08-17;Verão;Trigo;0.9470937028258848;22.626963276876918;2.551117649845522;44.78153902948182;55.5;10906.242472313625;58983.040557753935
2020-08-20;Verão;Soja;2.3974889238245995;33.55423601205785;2.543849868229432;29.040259569380385;6.0;634.3923986758973;18263.95870896687
2020-08-24;Verão;Batata;1.62556295459924;15.72046038069335;2.637952208734563;9.76267519436563;31.5;5891.939733631287;37969.51343016092
2020-08-27;Verão;Cenoura;2.294535113675012;26.22688909901319;3.2198661423689545;52.985832949783656;54.0;10481.030459108417;42658.4132331602
2020-08-29;Verão;Soja;2.405162434961404;25.36083902117352;3.2388605811699387;34.26621509796927;40.5;7120.71876161364;33608.86697135154
2020-09-06;Outono;Tomate;1.3142655087129202;-2.8454028720004976;3.4937128754436264;35.1718830872649;27.5;8310.70322264791;35996.32961470388
2020-09-09;Outono;Tomate;1.0841931914539435;-3.073856417267075;1.229097376642292;43.73094073940823;2.5;3583.4668192930385;26423.225435299402
2020-09-10;Outono;Soja;0.7169688633747495;14.53126972513125;2.67293550827025;49.96212657656153;0.5;3154.8593835968904;28940.59680565207
2020-09-12;Outono;Soja;2.282548240689632;30.82350748316423;2.822603392809325;46.437365864153065;2.5;3260.8392497329123;13686.429968477634
2020-09-17;Outono;Milho;0.6214869032796397;44.62108536568687;2.0748116258731675;25.52913114312478;6.5;4173.02888693607;31576.097072253848
2020-09-18;Outono;Trigo;1.535374431599609;37.70151976793098;3.100233403243244;32.571526050444646;10.5;4758.171792283857;24390.66208283179
2020-09-20;Outono;Soja;1.3492196353878523;31.927895805546324;1.0523091810773617;36.22291844298028;29.5;8443.87989255402;33984.39403517144
2020-09-23;Outono;Milho;0.5431498144208955;37.0693688863381;2.645751777740212;50.43272985675449;10.5;4907.761961436147;33700.68875507353
2020-09-24;Outono;Trigo;2.3806642633639505;36.22553503968748;4.093210660164236;37.233808788399394;5.5;3737.8507524523147;14331.771850466666
2020-10-02;Outono;Tomate;2.0687268444531846;12.146541707889728;2.442467226890579;22.000659801483867;16.5;6043.822622323123;22179.93204212887
2020-10-05;Outono;Milho;0.9686932912943998;51.3465124783598;2.953015261835733;35.51134838201574;16.5;6057.311940677573;33829.00245262746
2020-10-17;Outono;Cenoura;2.135049851040331;41.92207657404147;3.680462751565399;30.85636228138721;11.5;5028.093201854451;18132.81061589684
2020-10-18;Outono;Milho;1.6672112692872372;48.79264497472189;2.5929977545662544;50.99575652722347;39.5;10353.78079602105;38289.93618141685
2020-10-19;Outono;Tomate;0.7244617921621235;2.359221735745569;2.3311468222380496;29.492287502613813;13.5;5709.710855817572;34731.953471709516
2020-10-23;Outono;Cenoura;1.3018324612485361;49.68544375601997;4.3890500847287655;30.816531957779087;35.5;9670.057267693373;37299.5541039621
2020-10-29;Outono;Soja;1.0268716447712736;26.326204370874034;3.6819470830928096;43.87043303941255;8.5;4620.599353081106;29636.57542930555
2020-10-30;Outono;Milho;1.8534804981951358;39.88162945595186;3.96544176315047;38.614731159461;18.5;6234.038385384987;24733.830528852013
2020-11-04;Outono;Trigo;1.4960906012399908;41.37898909817172;2.355878128571296;20.204670407091136;14.5;5573.714947505503;27224.27707861845
2020-11-06;Outono;Soja;1.0020078182959045;13.86260827353907;2.902770754614312;43.00335820182296;17.5;6365.594807690554;34558.37000778367
2020-11-10;Outono;Milho;0.9661592324772726;32.99687625934264;4.184872739115763;18.70145662348853;23.5;7259.728948124668;34836.701018811276
2020-11-12;Outono;Milho;1.0206892560113363;42.06923367885569;2.6389419297011263;59.978046497492365;14.5;5632.544788661044;31713.811769367014
2020-11-13;Outono;Cenoura;0.5910890762218797;32.445117179195165;3.3152546252045045;39.07874284418487;2.5;3576.87068845209;29612.19148333133
