Data;Estacao_Ano;Tipo_Planta;Tipo_Solo;Temperatura_C;Chuva_mm;Horas_Sol_Dia;Humidade_Solo;Frequencia_Podas;Nivel_Pesticida;Cor_Folha;Densidade_Fibra;Tamanho_Raiz_cm;Indice_Crescimento;Resistencia_Clima;Ervas_Daninhas;Num_Praga;Altura_cm;Tempo_Crescimento_horas;Litros_Agua_Semana;Saude;Custo_Cultivo;Preco_Venda;Tempo_Vida_dias
2020-01-01;Inverno;Tomate;Arenoso;-142.82178301353932;-33.50138789446741;-155.6702134513738;39.24265684705942;-72.0;-78.79518163571957;7.489056900784498;2.969967901834477;41.177492947748554;0.44805071400239205;-159.15734419745365;-79.0;-37.0;330290.0667211727;690356.4059655385;564173.6656395247;Doente;133741480.62409396;4327074625.256283;880824.7471741482
2020-01-02;Inverno;Batata;Arenoso;-151.68962427022063;-5.484920433443662;-153.0865302081237;-5.092619382251566;-75.0;-79.49674591848068;27.74828671571337;1.6941195236034374;44.06779312250329;0.2859042793591168;-149.52888670060352;-80.0;-80.0;423362.111018193;445896.61395271716;526749.8880128722;Doente;88163107.22949003;-2688318186.197896;2098977.0008005607
2020-01-03;Inverno;Soja;Argiloso;-132.36077463361073;-127.99060378903368;-151.56543739122262;-15.941086427169004;-79.0;-76.29596503834696;15.147680271481395;1.4015197132001669;40.441485696022184;1.1776162473793554;-158.6678902768456;-79.5;-72.0;62829.408890005085;754399.0900528347;788030.6337318326;Doente;230233204.7874535;36981655490.301186;647353.8011449536
2020-01-04;Inverno;Batata;Humoso;-142.50427587168707;-91.03190166892718;-150.8059975441475;31.242780220649443;-73.0;-79.94681825526169;6.00431594097613;2.0642210002663055;10.495425044818514;0.32402434826738774;-149.79441839007887;-80.0;-80.0;300306.86337459553;484261.4366423534;573437.5372291901;Doente;157299155.56390056;14065449870.962187;1296437.8444085636
2020-01-05;Inverno;Batata;Arenoso;-142.2147945847567;-31.73391361757382;-153.00997292504613;-5.668136583494171;-71.0;-79.84888630811415;25.78037831265766;1.0694425504888296;33.38428607113797;0.7610136703533287;-153.76988350119154;-80.0;-80.0;355920.9810259833;494649.3371669543;573273.054419207;Doente;115835415.85076481;1690147640.2012854;1821300.8480131547
2020-01-06;Inverno;Trigo;Humoso;-149.3522601736897;60.100712317826975;-157.95494949801557;7.0653438666470905;-72.0;-78.764573993434;40.18205724626217;1.9862639740280015;47.99521334049822;1.1248078097875926;-151.22590608557582;-80.0;-80.0;611019.5345610195;298940.2398935519;380705.92963251186;Doente;13043029.694224492;-28820247446.93081;2746818.4865738736
2020-01-07;Inverno;Soja;Argiloso;-158.4403194406688;-53.27819192896831;-156.50946578785172;-15.9856727373163;-73.0;-77.68610365276578;32.558384706419524;2.1105330804903;26.584357538143347;0.9660692376286828;-156.87903003262574;-80.0;-80.0;274302.14173573395;572500.2586031734;638065.7013519618;Doente;143885422.85583267;6965299757.847693;1559604.2836061693
2020-01-08;Inverno;Soja;Argiloso;-159.04768703881035;-45.125594789273066;-157.20219036917305;-4.636269460842666;-79.0;-78.22567055457291;23.539330399254315;3.552125528750711;17.959316173187325;1.5584573166355389;-152.2082431394109;-79.0;-54.0;244653.98126501087;724798.5041038427;661122.7829203053;Doente;154782885.79116654;10142187412.500141;1090349.8486028607
2020-01-09;Inverno;Soja;Humoso;-147.29994567540408;12.939217801324446;-155.09340419544793;35.02801908914138;-73.0;-80.0329630040168;27.258518215351916;3.3741792290879253;35.492511509142076;1.2898162373832305;-149.93078184429964;-80.0;-80.0;567167.9390361103;296260.59310589795;384642.41709274665;Doente;46783730.78899516;-7900438828.799711;2325465.4737351458
2020-01-10;Inverno;Batata;Argiloso;-157.46303865708288;-9.241448542776396;-153.98919205093003;35.832610890130994;-78.0;-75.46958676801609;17.84898369764;2.1247958624601164;44.2330813618154;1.2236473055901844;-157.85555713124046;-79.5;-78.5;510500.14049246436;345750.3930765069;425775.6819200318;Doente;72100425.17844296;-8573723231.221623;2029299.1229241272
2020-01-11;Inverno;Tomate;Siltoso;-141.79459133379584;-70.21476998033336;-157.6528225713715;-5.979202651793397;-78.0;-75.49269695558043;-1.498896840024573;2.770258178465424;7.248431275093844;0.5876101307251426;-158.47954240684408;-80.0;-80.0;252623.07751336612;571335.812573449;639772.008583502;Doente;156060987.20631912;7779227034.384717;1395169.4047861227
2020-01-12;Inverno;Soja;Siltoso;-133.57080983081028;-47.83672088651444;-155.21217619363475;3.038828763535143;-72.0;-78.86026294116704;25.660779931133465;2.702481913745276;35.912087905509;0.2015302679294972;-155.71057943808225;-80.0;-80.0;334716.21907368675;501878.1286075365;576608.5788639393;Doente;127755293.39975826;5652273100.748746;1655762.9671706231
2020-01-13;Inverno;Cenoura;Argiloso;-133.51255550443835;-86.46004022855351;-156.5665626029974;-11.07845105737108;-72.0;-76.59941648102793;25.105261190017927;2.4190585704424654;41.99210392354628;1.3179518805506625;-156.133099604823;-80.0;-80.0;200704.09040407976;615974.3386348642;681276.1924613725;Doente;175737152.6257826;21307050904.756393;1242723.5410417905
2020-01-14;Inverno;Batata;Siltoso;-140.22863769603302;63.2042918260417;-152.823438669929;-15.28305627398856;-72.0;-77.36416750045473;11.889592747542558;2.974156035694116;34.15579990394848;1.5394014970256402;-158.1439000486435;-80.0;-80.0;569186.6877295363;352064.3771000897;437467.4099746878;Doente;22261065.506113276;-13004474169.464417;2746343.174857705
2020-01-15;Inverno;Trigo;Arenoso;-153.66304505581206;-103.87312368852805;-154.28582104540527;48.97687961745554;-77.0;-79.06966108234272;41.07222190544458;3.2470304686073956;40.30079892394308;0.8080073298527606;-151.46716816972406;-79.0;-53.0;225448.12327461664;664196.5110155852;617281.186141767;Doente;187418436.4743465;24397830121.998795;544953.4790631341
2020-01-16;Inverno;Tomate;Humoso;-134.11009505923386;-55.632643086716115;-154.03745882452873;25.41643619320562;-74.0;-78.94618679866277;4.366039249510593;2.453816331789067;33.46117197546285;1.4695024775516632;-157.61209239045206;-79.0;-39.0;246187.54994003213;751952.6664015651;635212.9730828421;Doente;162686869.70167118;14907038780.5781;699877.6511059506
2020-01-17;Inverno;Cenoura;Arenoso;-133.41719694060376;-124.83220555599776;-154.57846569573232;17.47161524994919;-73.0;-77.80127868581859;48.2605735747216;3.250399568338013;18.917457957391598;0.4881679323597838;-151.08020953555712;-80.0;-80.0;176462.89005236037;593705.3006018891;668593.5563101532;Doente;200003072.23088166;44476677128.200905;921426.9801915255
2020-01-18;Inverno;Cenoura;Humoso;-154.10039245141124;-85.64410161329073;-150.35184231610748;33.109754634437834;-76.0;-78.16085984988405;31.018256437346512;3.445478982189192;23.621438095977084;0.7048938713031032;-149.13106625841883;-79.0;-79.0;309293.0893964023;475416.7113427531;564404.557312063;Doente;154091072.833579;22655351368.17009;1310906.800129942
2020-01-19;Inverno;Trigo;Argiloso;-137.87721742687967;26.094227676030982;-156.2821189990275;38.33026078420757;-80.0;-78.80089791621452;25.628963520153714;2.350169543135876;38.90401337128135;0.4787942834511577;-151.73011061544696;-80.0;-80.0;604024.3380343061;261563.32826277192;353165.7515763063;Doente;31278370.59351009;-34114903801.80955;2451674.087258977
2020-01-20;Inverno;Tomate;Arenoso;-151.4044135321863;-89.7649535422241;-153.866685921249;35.9948933691978;-72.0;-76.2194865758451;12.475094919579242;3.2037604504113686;5.8454753844305785;0.7550229411092408;-158.55668783042296;-80.0;-80.0;309775.17379290285;469661.92000302457;558292.3123439058;Doente;153375724.8939831;16673767734.65607;1264433.7785258414
2020-01-21;Inverno;Batata;Argiloso;-135.92079062941212;-113.98731949420687;-152.11186105307732;-19.317378943641764;-75.0;-77.84972996918391;22.805581828347776;1.2834565416976438;35.61278647582189;1.2555505411218075;-153.51458278910252;-80.0;-80.0;11602.884172957332;681048.6703966269;751608.1916694094;Doente;209078703.57334918;36069516672.43882;984181.4854413418
2020-01-22;Inverno;Milho;Argiloso;-130.0828630028919;-35.10936403109534;-153.5452446949235;-7.398587520598234;-78.0;-76.9828042454252;44.299601708737505;4.248189394925724;44.99168120360233;0.8167029471648343;-153.31407168746148;-80.0;-80.0;350020.9027828959;513433.3364083004;583426.1357418742;Doente;120230447.0892281;9731904419.848442;1786742.9218843118
