Data;Estacao_Ano;Tipo_Planta;Tipo_Solo;Humidade_Solo;Temperatura_C;Chuva_mm;Horas_Sol_Dia;Frequencia_Podas;Nivel_Pesticida;Cor_Folha;Densidade_Fibra;Tamanho_Raiz_cm;Indice_Crescimento;Resistencia_Clima;Ervas_Daninhas;Num_Praga;Tempo_Crescimento_horas;Litros_Agua_Semana;Custo_Cultivo;Preco_Venda;Saude;Tempo_Vida_dias
2020-01-01;Inverno;Tomate;Arenoso;57.099893156448296;9.967321272869615;161.27019273518576;5.544207500372615;9;4.6363157687033745;23.88962775928326;3.2541437652953955;12.194600886279193;0.4091344099846835;1.4885107755784608;0.5;16.5;1637.5889755244527;20.700459478185753;190.41412739554968;427.9916001726657;Doente;109.31720264031114
2020-01-02;Inverno;Batata;Arenoso;36.408263557525245;15.511126590885588;180.2561889120642;6.999462408960187;8;3.081075138228034;83.63494548604275;2.061648807526638;34.866912753866146;0.23721948676685112;7.031702771377835;0.0;0.0;1216.3231957818227;31.190854019794468;419.6977999937233;1087.0845189843612;Saudável;212.08943347024987
2020-01-03;Inverno;Soja;Argiloso;81.50891270961502;24.405824798588593;125.15680438959781;4.365060511364371;7;3.399866193001889;77.36963271660557;2.510802155765919;40.95649708607296;1.34920597514631;8.338956674877645;0.0;0.0;2472.2645210503156;52.8820773327182;524.6268895920346;954.7250078979935;Saudável;349.0497604709851
2020-01-04;Inverno;Batata;Humoso;57.840743154103556;38.18101868889871;1.532390065361995;5.662135171532786;1;2.2397397487547708;27.097240610265192;3.0407620195001086;41.528539810120336;0.4698412109312139;9.563523452455545;1.0;0.0;1611.3372336499096;39.42231889216707;377.93211605967025;654.7125287397405;Doente;21.683461854985186
2020-01-05;Inverno;Batata;Arenoso;58.51619949027444;21.17418305187942;37.669482819457954;10.195196720102391;7;3.575188469751654;33.07776466300788;1.148231949419155;14.579648304635683;0.3244233186782727;4.34299753413171;0.0;0.0;1238.2590342577137;23.96957118342653;220.16717963451512;544.7197356034866;Saudável;306.04662160450675
2020-01-06;Inverno;Trigo;Humoso;41.86211311609743;22.397072622833708;20.351368286424837;10.28715006878692;2;2.179273874649703;57.554734148281156;2.5014856950839355;49.06487809234045;0.723290393766804;5.980767848461756;0.0;0.0;1391.828077012919;48.40224867400591;573.6203015350969;1601.7780231370093;Doente;52.89273568262138
2020-01-07;Inverno;Soja;Argiloso;20.656641493146257;31.10679451142333;73.07102262955326;5.508657092566988;2;2.584482491926326;22.31156568828401;2.0317101244936056;14.17133628003989;0.7318751042110079;5.55702416741848;0.0;0.0;1090.8288532317831;20.50206771435136;137.50522780057335;465.9456645864167;Doente;87.4937392886107
2020-01-08;Inverno;Soja;Argiloso;19.239450430815936;27.779694559808206;100.67632624250044;6.539289254318821;8;0.7159430142832085;101.13577385203214;1.1955605625834511;33.315906870325065;0.6271623227804584;3.560053035326026;0.0;0.0;1645.588532536609;23.055406335832654;378.35869613771627;967.5115789729374;Doente;139.1330662458105
2020-01-09;Inverno;Soja;Humoso;46.65084694543056;18.633696344174663;9.08556323146342;4.9258858462152535;8;0.24042630207099233;83.734404643417;1.732495797521839;29.88822213217334;1.537712708598067;4.143400553900322;1.0;10.0;501.1670787922694;25.217271797598343;355.7131347975281;1087.841691990724;Doente;41.331049229371864
2020-01-10;Inverno;Batata;Argiloso;22.93696332151338;21.9904037082475;70.10172267488231;4.445359535744684;8;0.4771399218638184;41.29505413656941;2.1322285105886065;17.914124143868637;1.3537880881032256;8.829276368227916;1.0;19.0;1935.2346710904076;32.28889551905243;393.67118415121183;738.8116702821217;Doente;117.31421739107948
2020-01-11;Inverno;Tomate;Siltoso;59.496673742516464;16.19690580694164;36.242062440815765;11.78935220905258;3;1.1639925058570926;29.765193666707624;1.3368639390237713;19.521534168394506;1.2928048461310593;3.2982958533195714;0.0;0.0;2388.221780895026;25.919503952700996;381.0187592508405;1223.7734207675232;Saudável;96.54783080908506
2020-01-12;Inverno;Soja;Siltoso;78.68549724948275;38.646555615130914;129.82016076752603;9.096730103424019;6;2.4844033991444108;78.7565311674492;2.951772768405728;17.334261051269326;0.7289137778174131;9.552035026695206;0.0;0.0;2546.455815400588;42.930059059436054;394.89894223077005;1228.3055215266597;Doente;52.615819457428174
2020-01-13;Inverno;Cenoura;Argiloso;78.82142401101729;13.584943287945459;93.26060138061925;8.188750567051855;7;0.30635465542635354;62.220736331485554;2.8905356358309855;33.09232957022515;1.6186566467222259;4.913751122290886;0.0;0.0;728.1533012681355;55.76165316752002;259.8101525144279;730.9958036806488;Saudável;266.3660750606054
2020-01-14;Inverno;Batata;Siltoso;63.150565563963;20.82101537821725;99.469656902533;9.9759664967077;4;0.9810674969402466;27.73230132671872;1.0630216981422131;9.53264254394395;1.078260565896712;3.759905632886858;0.0;0.0;2639.1104234326353;32.280403173238255;449.16574490724133;810.2533383637328;Saudável;111.81192370912576
2020-01-15;Inverno;Trigo;Arenoso;31.803615057811903;10.441081007825002;85.94448512244347;10.572595770967098;0;4.108607320591277;57.81371943358718;2.1696986067596096;51.935838191595735;1.3854316872754426;6.963882725249468;0.5;0.5;1869.4646244163303;39.3102794652412;136.8519182732129;400.8498705545154;Doente;36.21412052231809
2020-01-16;Inverno;Tomate;Humoso;77.42716504982778;16.31929659923106;191.61006961306464;10.305696637823125;8;4.012217092479319;86.92834245846868;0.8030081249597008;13.29158087991553;0.771864326164442;0.8923424788926135;0.0;0.0;1014.9292105919067;42.439563843546125;183.01858994203207;414.5561580837242;Saudável;331.861929625185
2020-01-17;Inverno;Cenoura;Arenoso;79.04392732663129;33.08004599262931;43.353152540063896;3.984294087784318;5;4.150035759546584;26.659307790207794;2.6189833535054867;53.805449843786434;0.4955033615674284;11.081696679122444;0.0;0.0;2429.089897989007;74.22838485093679;369.150078562105;986.9856006891572;Saudável;357.9739263087802
2020-01-18;Inverno;Cenoura;Humoso;30.78313780141384;15.701168809891051;103.73897948452611;5.346441678989293;2;4.809089017152954;56.63446886440264;2.321907867059559;52.79563380929889;1.5122788580668824;10.065072393845547;0.0;0.0;1764.0838379405789;56.79391958001232;398.32633676460364;816.6128522872053;Doente;78.83679506420809
2020-01-19;Inverno;Trigo;Argiloso;68.63721285865414;12.067813917093634;147.60960118881843;9.091220910407953;2;0.7967393048416799;111.03258643792799;3.4091381603274438;32.260125125364645;0.9016365862093794;8.066112282536126;0.0;0.0;1395.089717852584;75.05795378486032;292.5765551981712;743.7171740139225;Doente;33.53725367302047
2020-01-20;Inverno;Tomate;Arenoso;37.07375527960534;23.899507236560364;111.77501014266376;6.858053275897008;9;1.0170836823084988;1.281828381669537;1.6667985906116556;28.332307852947896;1.4266160238076109;9.742324144441623;0.0;0.0;937.7348680662103;38.711488238641884;370.4446101117391;773.8348755758901;Saudável;227.7361854358338
2020-01-21;Inverno;Batata;Argiloso;73.2022087194118;9.96498888326022;186.21030465911147;11.71183970195416;0;1.8691523741756562;93.86267588933332;2.070053807575151;21.520760127320404;0.4774445670518695;0.5210676209293756;0.0;0.0;1845.1193704526377;53.641865497228444;396.9831147206588;788.6832925825546;Doente;43.063807469018805
2020-01-22;Inverno;Milho;Argiloso;86.82403984795891;12.208896474014661;75.99979864400808;9.175216834571337;7;4.777090296073633;62.282013993927386;3.9205796094116843;60.7940078021676;1.7099697390920494;6.471677171783584;0.0;0.0;888.6751570614763;82.4346087909108;337.33194807721173;741.0216909761871;Saudável;272.6816345159012
2020-01-23;Inverno;Tomate;Humoso;19.119207227764228;33.89468792811392;93.14128867038686;11.504369763298957;1;4.078773016198809;18.750464593757155;2.1873308415480173;36.11939937982879;0.38203370584934376;8.444504590777097;0.0;0.0;2485.880084865163;27.505745500582748;433.1502095776283;751.7112245302758;Doente;126.95189530142673
2020-01-24;Inverno;Trigo;Humoso;79.83299746007197;32.810112187012855;18.11059055869693;5.4635503466316555;0;1.8219906628306826;16.29661888338162;3.0139409496095784;54.7660236703686;0.7360726123211923;5.69124680520027;0.0;0.0;1530.2808524167888;58.743953712205396;610.6517281580127;1662.0198312381722;Doente;42.89349374714676
2020-01-25;Inverno;Cenoura;Humoso;60.601524206612794;37.120076453371546;122.20594972613695;10.76363471838549;6;0.6395633900827585;26.850924276091053;4.068617805064405;32.600508800736755;1.1022622831832316;1.9134873755530613;0.0;0.0;1926.4780528501392;47.0276382409453;387.31056193516986;856.5841961514774;Doente;89.8060641437868
2020-01-26;Inverno;Batata;Arenoso;85.15417019624421;35.30137491854715;58.04852120537246;6.422796939987108;8;3.2832844319132546;21.98298055863067;1.5652427301941636;47.670396877744125;1.0912914339466284;1.9386151634198947;0.0;0.0;241.8447642801745;55.89831649560259;505.1097175888129;1383.7977078274205;Doente;65.53893831747139
2020-01-27;Inverno;Tomate;Siltoso;49.56805308155666;30.16117873841921;32.467935418865025;11.76849695936776;5;1.485480130197346;2.339567974169266;3.7121343994048295;26.10520929803676;1.0790341876973053;4.201798131327879;0.0;0.0;2229.601351867884;22.293239059071425;244.93074773461396;704.4377281683111;Saudável;133.46528097532848
2020-01-28;Inverno;Milho;Humoso;76.33454199470289;11.23589756024455;109.31238609665287;5.113487870050483;7;2.8571471310118493;58.383630945211905;4.444893089343242;54.9419500478278;0.9873925235872167;9.04055261698759;0.0;0.0;2080.2853470529203;71.95943047019392;524.6731630850451;934.1644614873276;Saudável;343.66910350920335
2020-01-29;Inverno;Milho;Humoso;21.38497165658614;33.15137038082439;106.86818019173337;7.982697044171918;7;4.910401099173969;29.287955573653516;2.6042362996252417;21.826345980537425;0.4281968906980778;3.9876166913085807;0.0;0.0;2186.652141195267;64.54142280259796;444.1028880632387;957.9571356051817;Doente;112.41087353779108
2020-01-30;Inverno;Soja;Arenoso;40.486920360187426;35.03123616644148;15.580455760560758;10.19473476416228;8;3.064470527740756;79.02025032065919;3.823393066683739;38.593100007851646;0.8651065634908768;5.341504610444054;0.0;0.0;2298.8847608914457;22.892727889151306;407.0155753828447;1049.2826533417674;Doente;41.280442042011614
2020-01-31;Inverno;Soja;Humoso;21.70854449729143;33.63837621438329;140.0492182146458;7.313118338297592;6;4.820556483285905;91.68935548995744;3.406446288712499;40.476308971030335;0.63920228463929;0.9889593848157974;0.0;0.0;1048.7832513677533;50.347684880918926;549.8647767801926;1670.4514719630442;Doente;56.684736818740205
2020-02-01;Inverno;Trigo;Arenoso;85.29140619824166;24.92028290046545;125.16056564592182;7.596650974966479;8;2.166578231143461;103.54503649332061;4.136847229708514;41.462332181157976;1.1413570037145477;6.136079229803328;0.0;0.0;1542.8224262762487;46.253821553064164;253.5697601618222;631.2011542153142;Saudável;250.4277895610197
2020-02-02;Inverno;Tomate;Argiloso;74.2055603637353;16.652967000709115;38.20958406505069;11.742824857511232;8;3.368140987612937;54.71146223314497;2.8179833781992962;26.050893615039207;0.32582496892033136;8.820318769852113;0.0;0.0;1518.5707255271013;34.9396191778999;325.42751449443045;816.4429177742671;Saudável;267.2474495146204
2020-02-03;Inverno;Tomate;Humoso;76.69570634192466;35.02581111188646;94.29309994656002;7.2544436958745315;0;4.670834170903905;94.449598254198;2.7680099627745345;36.71087575465455;0.6221164057402291;5.8287543226962555;0.0;0.0;1431.3633678606275;57.99871349619809;215.1681187430342;652.6854537992317;Doente;102.81382502391824
2020-02-04;Inverno;Cenoura;Humoso;82.67495305507933;31.48079613342882;144.47071081146325;8.684555298257814;5;3.141320859214776;20.36318919218813;1.5549710411146527;24.71049034001543;1.6232059666890817;6.267630319732047;0.5;19.0;1325.3521687126977;34.77677077288513;546.0647931738196;1556.4139340525203;Doente;50.4207589476308
2020-02-05;Inverno;Cenoura;Argiloso;22.974630883091706;39.08874707289021;106.29327562400655;4.288295778866511;7;3.275877686304605;33.20047635262371;2.9684123998472276;40.747837555637616;0.3950535100107585;3.483667364403599;0.5;12.0;1812.3781137100223;37.12649356259888;545.9058377634196;1640.2208434627055;Doente;31.878230185510997
2020-02-06;Inverno;Cenoura;Argiloso;44.00921833064007;14.336689773902654;79.50394275246529;10.589659135147384;9;3.782924211575206;49.115242209302956;2.145383632357328;38.87522240348855;1.1139069722059596;3.885259642625471;0.5;18.0;1596.1336692131506;21.456100136696634;366.6068117089093;893.9734684761758;Doente;67.98567910609961
2020-02-07;Inverno;Soja;Argiloso;21.98982908778688;16.43584933278632;64.87381913193998;9.037322885301654;8;4.61192308711035;88.70108833163513;2.1168221913290806;24.259929299137955;0.2975466717562852;1.6261735081611461;0.5;7.0;3152.2892198582836;37.93301368674254;316.48718282890184;637.5780978369594;Doente;119.82482581347386
2020-02-08;Inverno;Tomate;Humoso;31.772903963208737;16.019856337669747;122.48490084456196;7.084139316367813;3;0.642284607373349;88.33755814959716;3.681024715811083;40.98352220742406;0.2904330694042789;7.285184443066355;0.0;0.0;1406.3047164119332;34.11387990820082;444.55424695777083;1257.755647892189;Saudável;176.22205717200066
2020-02-09;Inverno;Tomate;Siltoso;33.07299124734379;33.442104869864764;188.22786717779937;3.981334813101463;1;1.8856812120495186;61.612089266819225;1.0010836873005886;9.573893748909386;0.917547295146615;0.6324267832084283;1.0;10.0;1355.523583362759;52.90694834614855;203.46458335098697;422.248559075927;Doente;5.427336263897747
2020-02-10;Inverno;Milho;Siltoso;49.85489162803724;15.27313073472821;134.75509561124792;8.585329058213336;8;2.189807931572103;63.1222785771253;3.9120372251834366;23.64943556141189;0.9422328826972362;6.2005622948023715;0.0;0.0;3078.793550713137;61.157036785025014;277.5437059791362;684.6981899633815;Saudável;256.7095615176529
2020-02-11;Inverno;Soja;Siltoso;35.81673857646171;11.665706735923848;15.35530824301435;3.9532411213386025;8;4.749932628114973;76.38320449481785;1.6634123394346783;31.136402586143443;0.9385377468185736;8.359520942587903;0.0;0.0;1533.441087983717;24.20363297880602;292.0055143909742;807.3170984849062;Saudável;238.6825267709237
2020-02-12;Inverno;Batata;Humoso;24.085854331950006;39.622736038793526;92.543122212178;3.8616074047374482;7;4.981423923750092;22.88858133864806;0.9667818323105035;48.06280220989805;1.352460189921465;7.489301001595306;0.0;0.0;1781.3063869883833;28.968388159737778;376.13936729600357;1056.985336890167;Doente;59.03381988591828
2020-02-13;Inverno;Soja;Argiloso;28.74176309129427;10.41042818457914;178.57095381787676;8.780766990660142;2;0.8032866244947079;55.58604935345465;2.6488339403657597;35.816830757026366;1.3147754906036968;6.636395673313105;0.0;0.0;2329.4821646712476;58.33195223424996;358.3669118452452;1033.260756361736;Doente;112.06413965099948
2020-02-14;Inverno;Batata;Humoso;27.326676303353096;34.72323364599063;19.298612675968624;5.364115032141739;4;0.796922700112988;55.55305396854044;1.428223710101138;45.827659095532425;1.3638131802882532;6.074151348721036;1.0;44.0;2109.907429187349;37.826373189655115;343.957736225424;652.4388726730353;Doente;17.81580632793314
2020-02-15;Inverno;Milho;Argiloso;85.13276270856761;20.62691708774425;198.1812699432599;5.387078891210067;1;4.875693272430897;35.2857662373329;4.6409765817667905;39.22528816491044;1.1833960402618324;3.2643548103794156;0.0;0.0;2544.461338242037;66.07054265826844;417.78238325853283;1340.8906698109438;Doente;115.92044918254417
