Data;Estacao_Ano;Tipo_Planta;Tipo_Solo;Temperatura_C;Chuva_mm;Horas_Sol_Dia;Humidade_Solo;Frequencia_Podas;Nivel_Pesticida;Cor_Folha;Densidade_Fibra;Tamanho_Raiz_cm;Indice_Crescimento;Resistencia_Clima;Ervas_Daninhas;Num_Praga;Tempo_Crescimento_horas;Litros_Agua_Semana;Custo_Cultivo;Preco_Venda;Saude;Tempo_Vida_dias
2020-01-01;Inverno;Tomate;Arenoso;17.178216986460672;46.49861210553259;4.329786548626209;71.24265684705942;8;1.204818364280431;7.489056900784498;2.969967901834477;41.17749294774856;0.448050714002392;0.8426558025463513;1.0;43.0;1159.0738613762103;10.321409545202778;242.71460318995307;424.8586619516775;Doente;69.21498106568282
2020-01-02;Inverno;Batata;Arenoso;8.310375729779363;74.51507956655634;6.913469791876313;26.907380617748437;5;0.5032540815193198;27.74828671571337;1.6941195236034374;44.06779312250329;0.2859042793591168;10.47111329939649;0.0;0.0;2501.7212446126287;19.995050378920883;469.6905318383135;1049.4486747652938;Doente;134.15392068136805
2020-01-03;Inverno;Soja;Argiloso;27.63922536638927;-47.990603789033685;8.43456260877738;16.058913572830996;1;3.704034961653032;15.147680271481397;1.4015197132001669;40.44148569602218;1.1776162473793554;1.332109723154382;0.5;8.0;1633.8157822457615;23.628820999495588;153.74185101926207;380.7618211710365;Doente;112.6023783955745
2020-01-05;Inverno;Batata;Arenoso;17.785205415243304;48.26608638242618;6.990027074953861;26.33186341650583;9;0.1511136918858496;25.78037831265766;1.0694425504888296;33.38428607113797;0.7610136703533287;6.230116498808457;0.0;0.0;2175.8815619731718;4.378156307197785;433.2112387376446;823.024439165024;Doente;138.32703179516662
2020-01-07;Inverno;Soja;Argiloso;1.559680559331225;26.72180807103169;3.490534212148268;16.0143272626837;7;2.3138963472342144;32.558384706419524;2.1105330804903;26.584357538143347;0.9660692376286828;3.120969967374254;0.0;0.0;1538.973992319564;27.03232914192685;199.84490354653045;311.8859410447517;Doente;70.57442941360026
2020-01-08;Inverno;Soja;Argiloso;0.9523129611896586;34.874405210726934;2.797809630826944;27.36373053915733;1;1.7743294454270906;23.539330399254315;3.552125528750711;17.959316173187325;1.5584573166355389;7.791756860589092;1.0;26.0;1510.0978140111308;24.468200585087075;585.9862655093856;843.7401500926576;Doente;28.95157351460745
2020-01-10;Inverno;Batata;Argiloso;2.5369613429171345;70.7585514572236;6.010807949069967;67.832610890131;2;4.530413231983916;17.84898369764;2.1247958624601164;44.2330813618154;1.2236473055901844;2.144442868759538;0.5;1.5;865.3530426026266;15.201055273035657;344.17234842209274;897.2603906441868;Doente;120.84602806777166
2020-01-11;Inverno;Tomate;Siltoso;18.20540866620417;9.785230019666647;2.3471774286284868;26.020797348206603;2;4.507303044419577;-1.498896840024573;2.770258178465424;7.248431275093844;0.5876101307251426;1.5204575931559214;0.0;0.0;441.213937896428;5.90605986284377;255.60875597977977;678.4491149629105;Doente;52.36385900843754
2020-01-13;Inverno;Cenoura;Argiloso;26.48744449556166;-6.46004022855351;3.4334373970025807;20.92154894262892;8;3.400583518972065;25.105261190017927;2.4190585704424654;41.99210392354628;1.3179518805506625;3.8669003951770033;0.0;0.0;3062.48069924456;14.352776832078764;343.85451184102;957.7179413692766;Doente;74.19311057709945
2020-01-14;Inverno;Batata;Siltoso;19.77136230396697;143.2042918260417;7.176561330070992;16.71694372601144;8;2.635832499545277;11.889592747542558;2.974156035694116;34.15579990394848;1.5394014970256402;1.8560999513564929;0.0;0.0;2030.6770453800484;27.599947205693248;338.69310973417726;570.6724427545892;Doente;71.83960180860747
2020-01-15;Inverno;Trigo;Arenoso;6.33695494418793;-23.873123688528054;5.71417895459472;80.97687961745554;3;0.9303389176572786;41.07222190544458;3.247030468607396;40.30079892394308;0.8080073298527606;8.532831830275939;1.0;27.0;554.8942134144581;-1.415338254392335;214.2783184100393;574.833106141687;Doente;116.28531845780203
2020-01-16;Inverno;Tomate;Humoso;25.88990494076616;24.367356913283885;5.96254117547127;57.41643619320562;6;1.0538132013372352;4.366039249510593;2.453816331789067;33.46117197546285;1.4695024775516632;2.3879076095479297;1.0;41.0;2555.279826215325;9.706702827527812;499.2745047189404;1374.99396961328;Doente;8.512468434539727
2020-01-18;Inverno;Cenoura;Humoso;5.899607548588762;-5.644101613290722;9.648157683892537;65.10975463443783;4;1.8391401501159588;31.018256437346512;3.445478982189192;23.621438095977084;0.7048938713031032;10.868933741581184;1.0;1.0;995.7320838446984;3.4095309146162736;117.97482285934008;167.82671975095715;Doente;63.10579318808797
2020-01-19;Inverno;Trigo;Argiloso;22.12278257312032;106.09422767603098;3.717881000972506;70.33026078420757;0;1.1991020837854791;25.628963520153714;2.350169543135876;38.90401337128135;0.4787942834511577;8.269889384553027;0.0;0.0;1990.6164404646345;12.177340513533636;297.3034244585613;625.960131889354;Doente;72.46767644089601
2020-01-21;Inverno;Batata;Argiloso;24.07920937058789;-33.98731949420688;7.888138946922687;12.682621056358236;5;2.1502700308160825;22.805581828347776;1.2834565416976438;35.61278647582189;1.2555505411218075;6.485417210897472;0.0;0.0;1220.2767838243583;44.11764413693821;238.32553462660016;575.1290046271731;Doente;62.76647952235323
2020-01-22;Inverno;Milho;Argiloso;29.91713699710808;44.89063596890466;6.4547553050765;24.60141247940177;2;3.0171957545747974;44.29960170873751;4.248189394925724;44.99168120360233;0.8167029471648343;6.685928312538531;0.0;0.0;1172.9303089007694;45.58577829666591;358.55218167225894;624.2059937132556;Doente;99.72329853122145
2020-01-23;Inverno;Tomate;Humoso;0.9007801598817836;-48.0061530530963;9.43216708573441;57.36823075431505;2;0.6893229434685355;18.81779968846929;1.6233785343042446;15.812147327050525;1.3584970910243188;3.6833508376479696;1.0;6.0;1611.045334888894;35.86354450186783;363.5239489352946;794.0483571457567;Doente;63.45479964202207
2020-01-25;Inverno;Cenoura;Humoso;18.678916007959742;111.52517391259502;5.709406446185424;80.29864518034435;0;1.3328356898622655;47.81977847447467;3.196615213245651;37.0833358658453;0.941370758250327;11.543963708619478;0.0;0.0;1875.1329251085388;16.998833128199866;382.74180135456953;665.2147260859667;Doente;144.24976210858256
2020-01-27;Inverno;Tomate;Siltoso;13.950285525792829;133.0277640809792;6.871992888415427;78.48328321711132;1;3.647084609683799;18.8708761357318;3.0430321865188192;25.88311366763985;0.2317974748701972;1.588129366225972;0.0;0.0;853.2545959694295;1.6322221680183553;286.4205888978168;414.6855415826369;Doente;86.94833416950334
2020-01-28;Inverno;Milho;Humoso;25.42163791714121;120.9030871821499;4.305695747584848;25.62611332127244;0;3.5875214930854664;41.78648699577492;2.8888894107945635;55.98238695682406;1.4230300387066437;7.5096962677476595;0.0;0.0;541.108325301614;34.51344427870035;470.2894526717871;1206.9417354177524;Doente;87.19197661441507
2020-01-30;Inverno;Soja;Arenoso;10.05837150234887;-39.53342853986743;6.356250343236065;34.01952101313265;8;3.214341028027353;27.556546253707783;1.921306973722738;37.39227109285346;0.5829141450682314;11.029024595882603;0.5;16.5;1857.545944158035;28.8534329336878;464.8890115961647;1138.9309548342935;Doente;148.57999967281737
2020-02-01;Inverno;Trigo;Arenoso;29.260294004372117;119.1021621681121;2.6069731297923804;22.56306665118718;7;2.87130209225369;40.71609675565161;2.3606800980547327;14.550288232770338;1.5024847740763858;4.944986213753372;0.0;0.0;2188.2824543815427;41.69737167732518;377.81100885340425;602.1083539048227;Doente;54.8748647357864
2020-02-04;Inverno;Cenoura;Humoso;28.138956943016822;-3.419632270103669;3.5121382619719776;41.809833248349385;6;0.2674773743757147;45.11937992454991;3.1311530011023168;28.810843399431263;1.3770090044590826;7.042711613698023;1.0;48.0;2359.575768624066;48.29939535812496;391.03146104196645;1048.6480224793745;Doente;114.88851854540778
2020-02-07;Inverno;Soja;Argiloso;2.131046671320064;146.15223487777033;6.235485924330213;41.29643012714761;0;1.6686591241870556;23.356846844141963;3.7910918879990154;16.697485948303743;0.7749207877057084;4.590927909175406;0.0;0.0;987.4391692557072;30.00829635637469;478.6872182838234;1240.0413993224838;Doente;47.87822534746503
2020-02-08;Inverno;Tomate;Humoso;6.32379304650086;-18.861480448813417;5.163912609468562;53.80990664800132;5;0.02798841587762;17.52683322578101;0.9503325898937848;16.141446761438523;0.3356945498993263;6.786806453744698;1.0;24.0;1165.3495644761394;-2.1614633371408;339.9156980169134;858.0415603315994;Doente;69.2748186445032
2020-02-09;Inverno;Tomate;Siltoso;6.88097331113017;-4.867083389588991;4.578707664647549;15.342635853327424;7;1.6468741155897066;0.4520068770470913;0.7806517946486979;24.44119808042683;0.5799418902572737;4.086456693701019;1.0;36.0;3105.1283400658203;30.638537342571407;347.089598215102;926.8310715529284;Doente;102.80915488785384
2020-02-13;Inverno;Soja;Argiloso;5.02473267282323;-36.66803403533878;2.597967229090524;12.656727402883256;1;4.39874589818227;34.15404651367089;2.553476765778097;26.73210674692603;0.4430797196506241;8.297041377531329;0.5;15.5;1813.4801415073316;51.6952565519787;320.2046683882178;494.1082856810053;Doente;58.55651759937845
2020-02-15;Inverno;Milho;Argiloso;29.192303937368948;-45.03655771097017;9.12659305208502;12.410907599958229;8;1.88383387993991;48.085617464165445;3.83221664770148;54.853197916536;1.151765038860863;3.91102446692425;0.0;0.0;2472.591056123086;19.14256292677831;321.6975776420492;776.5986015756462;Doente;142.18135297442328
2020-02-16;Inverno;Trigo;Humoso;22.778775207554204;117.04881203177314;2.755699406408695;11.609112579698127;7;2.635755718624757;28.60540964143455;4.110522105845221;48.29628671987923;1.1475952291884983;3.5707040037965685;0.0;0.0;1865.8933863112345;25.667121887141608;213.4257048257901;532.4553129296571;Doente;82.93035830919408
2020-02-17;Inverno;Tomate;Humoso;29.032843958086858;23.07336831013056;9.911005697100348;54.6517589565217;2;2.0576421105150757;-0.4323386366741051;3.2313090795257007;43.96667510498436;0.5709911923711234;2.7095728120791502;0.0;0.0;1661.223363563472;32.72111942080343;347.7731985250768;883.3457221351935;Doente;141.44482180204304
2020-02-18;Inverno;Milho;Argiloso;13.192214595237257;118.32309195156304;9.59255514916337;24.75605431948567;4;0.5859638988169202;49.50833732175344;1.951634723935006;40.68707325353616;1.417403342615361;3.381930752679988;0.0;0.0;634.8130208261157;42.40877780370177;525.9241455553075;937.7843314371016;Doente;116.979815646951
2020-02-19;Inverno;Tomate;Siltoso;8.351054449879697;60.92409824222899;2.626195845839007;24.956988086333546;1;-0.1642668620215398;21.583340120502577;1.612074071520233;34.12977779708817;0.2712288163475294;7.363453676729723;0.0;0.0;2266.8621093371503;26.45084122069636;106.60503080832876;290.18024733688026;Doente;90.17508172045052
2020-02-20;Inverno;Cenoura;Argiloso;23.9487959162756;130.32624589727203;9.46730656359644;57.253869214358936;2;2.792013732522666;43.1839223769179;2.164002080352387;38.12207562824821;1.089367972257603;5.923543738739205;0.0;0.0;381.8716687435991;23.177618293316318;396.65271842729874;690.7967670014382;Doente;116.38508483660884
2020-02-21;Inverno;Trigo;Arenoso;9.787617541234404;135.23859728292533;4.905060722075698;15.283662761823074;0;4.346988377668219;18.18268485205856;1.72698507854764;46.400746915657294;0.6254107401567622;2.684874433692995;0.0;0.0;975.9219565377992;26.524889631840978;369.4260870958069;587.7603884780847;Doente;60.12848092404717
2020-02-23;Inverno;Milho;Argiloso;6.9751797662349375;-34.917564801442346;5.347066701706172;21.985092756008207;4;0.7977190388929251;47.131073320688;3.256326211306453;20.047746538061016;0.7928686243480336;9.586184315058771;0.0;0.0;2939.832136714604;45.32492831445253;401.6716876180641;1134.5217671908847;Doente;166.30213982775666
2020-02-24;Inverno;Trigo;Humoso;3.890369346727061;0.0717459141710961;5.526840901620127;52.13720549182425;1;1.5941028717540258;35.00676253618648;1.878267488872445;47.48038855383459;1.346493050139512;6.27188384170003;0.0;0.0;1889.740416329972;3.293591260702682;377.77543884089545;878.4501725002085;Doente;100.69539540850634
2020-02-25;Inverno;Batata;Arenoso;7.693891830502977;83.86308327270032;7.07394472782034;57.84842043698458;2;3.7866665877347567;21.75805339863312;2.932224756128318;41.27561581376503;1.3875571533850313;3.223894821350364;0.5;12.0;1953.9828448495243;37.88341012528365;452.60122494994414;1060.8021092035142;Doente;17.32267651179002
2020-02-27;Inverno;Tomate;Humoso;20.219826244371912;41.98839025879255;2.270313207585989;29.39104479036645;5;4.153227464023001;2.348915826971411;0.6594729897100613;13.618608985815175;0.3355937770006443;4.833383387973642;0.0;0.0;514.7894535709182;18.52666469978536;378.34412263124057;566.3633612336682;Doente;71.91887530448606
2020-02-28;Inverno;Tomate;Humoso;1.8769452665835475;71.39462325485309;6.745247964217075;17.772342220627753;6;0.0177448158794901;20.31992404552907;1.783806116375211;17.27205050544941;0.474590236755406;9.102098900528643;1.0;22.0;1068.0171210104388;7.286057915175284;404.27940274207697;963.9462720261248;Doente;58.46554310873879
2020-02-29;Inverno;Tomate;Siltoso;6.315208189960288;-12.30002944088777;3.493863952778968;17.03271559199972;8;4.447738548923833;14.181569200206953;3.2669549288131243;18.358109510134742;1.376877870737481;2.1335947031427214;0.0;0.0;1747.2126715885915;26.851309327745344;295.0179575992066;596.4522630129891;Doente;53.46173762821722
2020-12-01;Inverno;Soja;Argiloso;10.776262409480708;-2.8868130810997457;6.768241287598409;66.98240861754815;3;3.532021971100488;29.703641437212635;3.854772808185877;40.50125134131274;1.059970707286089;10.344510831800296;0.5;9.0;607.6164508515536;21.213653517126;275.2305990532801;628.6464742060659;Doente;80.34611576895531
2020-12-05;Inverno;Cenoura;Argiloso;10.524573280050468;46.44504606746531;7.090981645676724;21.8042314412067;3;2.855847893735652;39.6152250313175;3.6072371217233847;35.69320787910013;1.476941689440757;11.188712536197851;0.0;0.0;1778.982313037738;21.32440528623158;223.70057468516868;349.87463148626495;Doente;159.33146294064548
2020-12-06;Inverno;Milho;Argiloso;10.876793896772838;54.06472523827715;8.010184935501968;50.09705429367786;2;4.693947894940944;53.34325657169443;3.013497956493188;15.558174033880416;0.5836594261121785;9.821247679105731;0.0;0.0;1721.4137646669085;13.656274282489845;499.2733281918572;877.0611553709757;Doente;125.82920176184842
2020-12-07;Inverno;Tomate;Humoso;24.171435770046536;145.04890705679173;7.428136555875316;21.65070274655525;9;3.8398045323009513;11.3759441121313;2.430643174886981;32.61879841855268;1.0162782858625912;10.16524310682123;0.0;0.0;2219.3823989450307;18.561920307399006;;507.53126197704063;Doente;192.9878953479524
2020-12-09;Inverno;Batata;Humoso;6.271781211205379;-6.946190842833147;5.9518974411479295;76.85296633672664;0;1.3459249780307467;6.027904957345736;2.4777675352550945;12.045450802801897;0.5429056964973907;6.206406628788625;1.0;16.0;1898.0163315936004;2.527469688902252;196.4855026840009;443.58294994778754;Doente;83.02435240873538
2020-12-10;Inverno;Tomate;Humoso;2.5406502562592053;112.22091326106364;8.333120577464504;25.223757357279645;8;2.6023340249839166;14.25481882905878;0.8175162212594396;31.62948870868849;0.6571214380806476;7.099588696898884;0.0;0.0;1695.452417689866;24.63342376306354;419.03076786402033;1193.1307377290773;Doente;169.22628220716314
2020-12-11;Inverno;Batata;Argiloso;14.00079362653225;-10.55146676659664;5.80563262551245;65.04431987006402;3;3.350303131986594;21.809164441560643;2.431098776566168;39.83938281259426;0.937101384910606;7.7760886741139;0.5;13.0;1286.6522576898517;32.74794459463244;156.69212646002842;381.4835664032331;Doente;63.63926696050589
2020-12-12;Inverno;Soja;Argiloso;14.463962967595258;-7.292504423209721;6.292986237883952;13.170029203349555;8;2.4946379314388656;15.07820002579312;2.654620071496617;12.234098289589635;0.9166113434500855;9.184487623864849;1.0;20.0;1237.806115782387;24.52406333077478;486.3485432549376;1033.9849001994653;Doente;45.55829368948629
2020-12-14;Inverno;Soja;Arenoso;6.6371608933819175;31.00021971750968;7.290122450120732;19.277255154202503;2;1.1562337064158812;20.971995339195328;3.171705506025144;29.93809713229852;0.3279175163312776;4.866055926594168;0.0;0.0;2512.6857354368663;26.71303996624737;296.397478150108;590.8473890528494;Doente;77.01905833611949
2020-12-15;Inverno;Milho;Siltoso;11.429738210051998;136.30888142130405;5.274759367059141;36.19814051776584;2;0.6625156987932834;46.33287506194095;2.3451901818536216;50.65268405882227;0.4804297900378046;3.17927539849938;0.0;0.0;602.6536563352796;10.876990510948897;160.0639454242982;361.9364640365066;Doente;71.5237082861148
2020-12-16;Inverno;Milho;Humoso;24.252172166810723;-32.198053020798234;9.163301689553752;23.67244398078872;8;0.0125388615780086;49.41496774779518;4.261811431771832;22.281656587745665;0.7069516467105438;6.3740606152326045;1.0;45.0;2620.105567094972;21.57059699580762;500.9972825297664;935.962827433086;Doente;141.8415031388397
2020-12-17;Inverno;Tomate;Argiloso;24.708708322469207;52.30512816189861;3.3005365493078287;37.656208914668994;2;2.609524165486768;17.013532737437973;2.316260999752279;42.69796038294742;0.4339863369351276;6.965789104295372;1.0;13.0;994.2183406372468;13.7390479412819;288.4276868108999;487.5260223502548;Doente;120.13549254581378
2020-12-21;Inverno;Cenoura;Argiloso;27.976646352579365;23.32754001929129;9.120151209190118;75.84450319419055;2;0.0037415968958043;49.36932358098745;4.189428350257893;56.50015722097912;0.387631059386917;2.3502754942247552;1.0;11.0;1920.48133168464;34.44678942310887;506.86326069971096;736.3247240690446;Doente;52.69117552809167
2020-12-22;Inverno;Batata;Argiloso;3.559312972247408;73.82428000933925;3.9596280669276487;39.56653579343594;6;0.2394221741131763;26.404522123550503;3.1215049536929858;16.788946811731137;0.8190765114719397;5.830449212658815;1.0;44.0;2339.938031974458;32.64200415371677;536.1078924809849;942.8685800023064;Doente;68.13190157068114
2020-12-23;Inverno;Cenoura;Siltoso;28.012482690044106;-18.121023045719564;7.837597019573767;24.98888055931837;5;3.2517293039216497;46.55663024035322;4.21879036314328;35.5283760317577;0.7430623899830759;9.514257184459222;0.5;12.0;2366.307452644094;29.694469445990435;386.8543130651877;842.366834146392;Doente;104.6015967522252
2020-12-24;Inverno;Soja;Arenoso;20.515993555060295;143.60443440914773;8.488122999456554;30.475452679785707;0;1.583303968715652;18.319161342573924;1.9034327175752987;37.151178158118825;1.3796916140697435;4.746194875791362;0.0;0.0;2018.9375669252595;14.228478432135876;136.29126568777323;272.3253668626588;Doente;39.148939159977374
2020-12-26;Inverno;Milho;Humoso;0.9797718235348754;-16.609964193106165;9.932753885313334;51.53964023497723;7;3.901561044028748;53.04249365774404;3.063212433799489;17.00777712132483;1.5567384381692135;7.133684811633104;0.5;16.5;3206.899041675515;32.84478042234714;154.3453185159448;257.44140138271297;Doente;99.64417998366378
2020-12-27;Inverno;Batata;Humoso;14.267885754660249;-25.76890774780292;4.3523176803199926;43.375631867553885;0;4.006067630009743;20.723062624396984;1.288284614039016;7.654981015192101;0.2047745503801828;2.466787643490376;0.5;6.5;1721.5662004509652;15.16550828033125;486.1405334702974;761.7413022115009;Doente;23.93790997481776
2020-12-28;Inverno;Batata;Argiloso;12.23244315008197;-32.91830343834694;7.681946735418073;21.99943011169174;3;0.6037936699514129;10.028951422814917;2.802934802308465;21.660461680276622;1.1489294644049397;1.655225408412571;0.0;0.0;1918.688227719933;44.74252242093846;247.794971287291;715.14541529295;Doente;119.229904798919
2020-12-31;Inverno;Batata;Humoso;29.13452722104857;33.25698570887094;8.783773546500722;77.54627855580131;6;3.61285842396371;7.010046475262389;0.8790130000909715;51.92866185555446;0.8498014063078482;9.877379149660724;0.5;6.5;652.5692658779611;15.149257537076052;543.8997682105274;1329.8909896716184;Doente;130.58874431954055
2021-01-02;Inverno;Tomate;Argiloso;21.442598293318376;69.80220884271351;6.7287630442849125;17.398037534040732;4;0.8837921145320805;12.95288219109155;1.7958656482299216;24.52196555028068;0.1622509123305899;3.733965652630048;0.0;0.0;2026.3539030586503;35.12400831654271;217.08339852567136;481.2886742644603;Doente;85.51284154850943
2021-01-04;Inverno;Tomate;Siltoso;12.530009874509844;-4.648276519896811;7.167612248896361;27.27894379209392;5;2.6930177839976377;-0.8729956119105058;1.178622849927074;11.078873217352736;0.4721724048587689;1.5640201149495134;0.0;0.0;1377.858280838862;25.859295759522624;156.36218605210863;442.6554277618508;Doente;50.08587851351915
2021-01-07;Inverno;Milho;Humoso;28.15446474642464;106.25812948113844;6.591692140013038;48.45087599826501;9;0.2664812269412658;49.900298278276686;3.889263551431206;57.3395157225647;1.6799764315641348;10.749578389787956;1.0;39.0;883.9796535757287;29.056120571489096;568.4640563885952;1398.6995296131813;Doente;125.34861772218034
2021-01-08;Inverno;Soja;Arenoso;19.85333197414916;-46.11975087635691;8.904230234002277;34.919930142020064;0;3.3266873571795457;15.82142945071573;1.9557782088879536;26.861939527336208;0.6742847844234845;3.261611095093783;0.0;0.0;2531.88071757466;14.682215755041431;248.66414001559184;513.2081278571841;Doente;151.16668683997915
2021-01-09;Inverno;Trigo;Humoso;2.304091449432645;15.401353699220422;5.85106169398742;26.077044393416667;8;1.2414445995291803;35.00929390851714;4.0513452119639055;33.38177779085899;1.4550824590813212;4.657537895181296;0.0;0.0;1144.0603172668064;10.422437831067382;289.9848928747477;850.4802098694001;Doente;87.4241029574151
2021-01-13;Inverno;Trigo;Humoso;25.00932031425517;76.77789236648837;3.239534282703487;26.748764376475336;2;2.7063457721978854;38.64608123075294;2.428766408714437;14.72644719990961;1.49255805645752;11.38992552996286;0.0;0.0;695.2214058569236;27.894319395903608;442.500427426409;799.6201135543902;Doente;62.00961747695665
2021-01-15;Inverno;Cenoura;Humoso;18.354930603096644;131.8011177671406;6.172796103928974;78.71389947776316;3;-0.1537352994036839;25.046643663350363;2.5564295818493785;18.937267817787603;0.5018344253762004;10.078380768214975;1.0;33.0;201.35471389672887;-0.9953196762492986;356.3496330891562;593.943663547127;Doente;52.692612640633016
2021-01-16;Inverno;Trigo;Siltoso;11.20373835398116;141.55333163524452;9.466211299032532;47.93115523847528;6;0.2274976160182135;26.57356780431564;2.780222157338439;38.2688147670457;1.134744165934792;5.004740322627924;1.0;10.0;743.424117312347;25.420040126483784;256.1898753815536;611.2728254692483;Doente;58.587012748312745
2021-01-18;Inverno;Trigo;Argiloso;3.176229546393881;56.47204697226297;7.543774350189338;48.024402570449546;1;3.041477853364617;41.49002717543474;3.4817437118458154;17.280189956411306;0.3780219851849382;4.31684088955632;0.5;9.5;1300.949175815119;40.87639531925687;459.47906128085054;1261.653336474357;Doente;124.46061948592528
2021-01-19;Inverno;Soja;Arenoso;10.646930504596622;10.672856442834089;2.0402040269224955;66.05405501903947;1;0.2355308099718273;34.29076510335402;2.072926576680319;28.126721955567984;1.138334421443074;3.814318380416233;1.0;8.0;2540.352640559475;17.9980656119532;424.5632162597093;971.1503893835422;Doente;107.00641257236394
2021-01-20;Inverno;Trigo;Humoso;12.395175516231586;28.56781529628047;5.422587653106;35.33248516126769;9;2.546239710132568;22.286758464150694;3.3469270931201187;46.16834823699234;1.0277805894903815;7.580794753357294;1.0;22.0;1935.641621928195;13.175339838091144;533.7959200834276;1254.6397567388278;Doente;75.38063595906819
2021-01-21;Inverno;Trigo;Humoso;20.27468775312221;-14.069756408931624;3.5798902532162584;24.03428807134949;6;0.3423847967491794;22.39357105210169;2.930808521514316;12.497839876524464;1.4480709401463134;5.164352794973309;0.0;0.0;2378.636448157229;23.476015738639887;456.873305242246;1063.5623615682302;Doente;99.2076994669676
2021-01-22;Inverno;Trigo;Arenoso;19.744794728927204;65.61442040248251;9.286383288390942;52.47038788980022;8;0.8010320793760656;21.849443920229167;4.082069218788765;42.0895069345779;1.0926338929754569;10.32363011375581;1.0;48.0;884.8481267312919;35.002562847639695;528.050527689046;1411.2410669324245;Doente;46.42916623338566
2021-01-24;Inverno;Milho;Siltoso;11.857779462934731;50.614520054321815;4.288480413274284;61.41511981316535;6;0.0790986204832105;31.915458517825567;4.300182397990632;25.69268953557108;0.9568289916773778;6.1826255230575065;1.0;23.0;1939.5026605941453;43.18023091115641;191.57669396046933;259.2302945092654;Doente;38.62918606883589
2021-01-27;Inverno;Cenoura;Siltoso;24.819064492117377;18.044598890251407;3.67891741823297;16.799702342089297;2;3.898222647115849;30.95395918078454;3.3600764054346133;21.16983538845153;0.4836009921720338;4.194266347745836;0.0;0.0;1983.6024808208924;10.246347604096542;534.767178770079;1127.5018827019492;Doente;110.90317852508804
2021-01-28;Inverno;Batata;Siltoso;1.2574565014877257;121.18503791825955;6.79279460082202;78.60926046023282;0;0.2374096425407429;6.073818964596955;1.0504828090274934;8.868817431457966;0.7644829250267607;9.929727418629362;1.0;47.0;145.31443145753525;25.78128145762205;575.5438736486415;1080.131134963288;Doente;85.41087787353742
2021-01-29;Inverno;Trigo;Humoso;12.57548627706364;36.93562966329405;2.711436182040191;41.97569452669014;6;0.4666201093195193;26.761857816961264;4.047206821988558;37.49243866342519;1.1579347065092789;3.7440673423070345;1.0;32.0;1724.4476613154134;27.519253039226445;426.98624200857097;761.5311458634296;Doente;98.26937503868676
2021-01-31;Inverno;Soja;Arenoso;26.37990647035422;-11.778875461771008;4.977962361488571;58.16623222504734;1;3.572285377323199;23.54251517147252;2.6862329314387825;27.30606306213738;0.5862784568687596;4.725737893166146;0.0;0.0;2266.1787692739263;32.275071324199466;309.95841772652875;868.5420677250922;Doente;80.35084509444494
2021-02-01;Inverno;Trigo;Siltoso;16.711215398251053;103.75283614423208;7.765315636062898;49.78081921515112;8;1.271749558407652;42.2457473543703;2.186745406555725;16.407106652090505;0.6420768980796956;5.420457140512735;1.0;38.0;689.3835915243648;14.983724041826378;502.4816374659491;899.8923077298748;Doente;40.58495992419739
2021-02-02;Inverno;Milho;Argiloso;6.941419091305441;3.117519661471981;6.438454066191584;25.892886687605777;3;1.785048980122621;34.872523428988366;2.8860889400778165;48.719835247769645;0.6668950437725009;7.3041319993126255;0.0;0.0;1304.934478481549;24.1122786196298;443.6880423060679;1078.062192359446;Doente;97.49316516560503
2021-02-04;Inverno;Tomate;Siltoso;21.944590791093475;-8.82253784668012;6.526012513796658;67.78749780735258;8;0.1440769016343079;20.06453295542727;3.323087138855226;21.43905014694849;1.3101212648286926;1.652160885535143;1.0;15.0;2764.934531701586;31.56334152752496;486.001369080929;716.5931694818676;Doente;110.30270397541278
2021-02-05;Inverno;Trigo;Arenoso;28.74354026758301;14.337273740261878;4.923611877226189;50.233150627287664;2;4.440123557110096;39.686733595960966;2.569234375925166;18.77015560261701;0.947090949463892;2.295337248770561;0.5;10.0;1370.298956925131;34.238617526768735;392.8150348173803;580.9987940285864;Doente;47.66808115246099
