Ano;Mes;Estacao;Crescimento
2020;1;Verão;46
2020;1;Verão;42
2020;1;Verão;44
2020;1;Verão;42
2020;1;Verão;40
2020;1;Verão;44
2020;1;Verão;42
2020;1;Verão;41
2020;1;Verão;44
2020;1;Verão;43
2020;1;Verão;44
2020;1;Verão;42
2020;1;Verão;43
2020;1;Verão;42
2020;1;Verão;41
2020;1;Verão;45
2020;1;Verão;42
2020;1;Verão;41
2020;1;Verão;44
2020;1;Verão;43
2020;2;Verão;44
2020;2;Verão;41
2020;2;Verão;40
2020;2;Verão;41
2020;2;Verão;42
2020;2;Verão;44
2020;2;Verão;43
2020;2;Verão;45
2020;2;Verão;41
2020;2;Verão;42
2020;2;Verão;45
2020;2;Verão;40
2020;2;Verão;42
2020;2;Verão;42
2020;2;Verão;40
2020;2;Verão;41
2020;2;Verão;40
2020;2;Verão;40
2020;2;Verão;41
2020;2;Verão;40
2020;3;Verão;44
2020;3;Verão;42
2020;3;Verão;45
2020;3;Verão;42
2020;3;Verão;42
2020;3;Verão;44
2020;3;Verão;42
2020;3;Verão;41
2020;3;Verão;44
2020;3;Verão;41
2020;3;Verão;47
2020;3;Verão;47
2020;3;Verão;48
2020;3;Verão;47
2020;3;Verão;45
2020;3;Verão;47
2020;3;Verão;47
2020;3;Verão;45
2020;3;Verão;47
2020;3;Verão;48
2020;3;Outono;48
2020;3;Outono;46
2020;3;Outono;44
2020;3;Outono;45
2020;3;Outono;44
2020;3;Outono;45
2020;3;Outono;46
2020;3;Outono;44
2020;3;Outono;46
2020;3;Outono;44
2020;3;Outono;45
2020;3;Outono;44
2020;3;Outono;46
2020;3;Outono;45
2020;3;Outono;45
2020;3;Outono;45
2020;3;Outono;44
2020;3;Outono;46
2020;3;Outono;44
2020;3;Outono;46
2020;4;Outono;48
2020;4;Outono;48
2020;4;Outono;48
2020;4;Outono;48
2020;4;Outono;48
2020;4;Outono;48
2020;4;Outono;48
2020;4;Outono;48
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;49
2020;4;Outono;
2020;4;Outono;
2020;4;Outono;
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;5;Outono;49
2020;6;Outono;65
2020;6;Outono;64
2020;6;Outono;62
2020;6;Outono;63
2020;6;Outono;67
2020;6;Outono;68
2020;6;Outono;62
2020;6;Outono;65
2020;6;Outono;64
2020;6;Outono;65
2020;6;Outono;63
2020;6;Outono;60
2020;6;Outono;61
2020;6;Outono;92
2020;6;Outono;95
2020;6;Outono;96
2020;6;Outono;97
2020;6;Outono;95
2020;6;Outono;94
2020;6;Outono;92
2020;6;Inverno;120
2020;6;Inverno;109
2020;6;Inverno;110
2020;6;Inverno;107
2020;6;Inverno;109
2020;6;Inverno;120
2020;6;Inverno;122
2020;6;Inverno;125
2020;6;Inverno;115
2020;6;Inverno;119
2020;6;Inverno;118
2020;6;Inverno;112
2020;6;Inverno;111
2020;6;Inverno;113
2020;6;Inverno;115
2020;6;Inverno;120
2020;6;Inverno;119
2020;6;Inverno;111
2020;6;Inverno;119
2020;6;Inverno;120
2020;7;Inverno;125
2020;7;Inverno;115
2020;7;Inverno;115
2020;7;Inverno;115
2020;7;Inverno;118
2020;7;Inverno;125
2020;7;Inverno;118
2020;7;Inverno;119
2020;7;Inverno;119
2020;7;Inverno;120
2020;7;Inverno;125
2020;7;Inverno;125
2020;4;Inverno;125
2020;7;Inverno;125
2020;7;Inverno;115
2020;7;Inverno;115
2020;7;Inverno;118
2020;7;Inverno;117
2020;7;Inverno;122
2020;7;Inverno;125
2020;8;Inverno;140
2020;8;Inverno;135
2020;8;Inverno;135
2020;8;Inverno;132
2020;8;Inverno;138
2020;8;Inverno;137
2020;8;Inverno;140
2020;8;Inverno;138
2020;8;Inverno;132
2020;8;Inverno;134
2020;8;Inverno;131
2020;8;Inverno;134
2020;8;Inverno;136
2020;8;Inverno;137
2020;8;Inverno;138
2020;8;Inverno;139
2020;8;Inverno;132
2020;8;Inverno;134
2020;8;Inverno;140
2020;8;Inverno;140
2020;9;Inverno;140
2020;9;Inverno;135
2020;9;Inverno;135
2020;9;Inverno;132
2020;9;Inverno;138
2020;9;Inverno;137
2020;9;Inverno;140
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Inverno;95
2020;9;Primavera;46
2020;9;Primavera;48
2020;9;Primavera;45
2020;9;Primavera;44
2020;9;Primavera;44
2020;9;Primavera;45
2020;9;Primavera;44
2020;9;Primavera;43
2020;9;Primavera;44
2020;9;Primavera;43
2020;9;Primavera;44
2020;9;Primavera;42
2020;9;Primavera;41
2020;9;Primavera;41
2020;9;Primavera;41
2020;9;Primavera;41
2020;9;Primavera;41
2020;9;Primavera;41
2020;9;Primavera;41
2020;9;Primavera;41
2020;10;Primavera;40
2020;10;Primavera;43
2020;10;Primavera;40
2020;10;Primavera;41
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;10;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;43
2020;11;Primavera;40
2020;11;Primavera;41
2020;11;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;40
2020;11;Primavera;40
