Ano;Mes;Estacao;Crescimento
2023;1;Verão;77
2023;1;Verão;79
2023;1;Verão;80
2023;1;Verão;81
2023;1;Verão;82
2023;1;Verão;85
2023;1;Verão;86
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;88
2023;1;Verão;89
2023;1;Verão;89
2023;2;Verão;89
2023;2;Verão;89
2023;2;Verão;89
2023;2;Verão;89
2023;2;Verão;89
2023;2;Verão;89
2023;2;Verão;89
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;93
2023;2;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Verão;95
2023;3;Outono;100
2023;3;Outono;100
2023;3;Outono;100
2023;3;Outono;100
2023;3;Outono;100
2023;3;Outono;100
2023;3;Outono;100
2023;3;Outono;103
2023;3;Outono;103
2023;3;Outono;103
2023;3;Outono;103
2023;3;Outono;103
2023;3;Outono;105
2023;3;Outono;105
2023;3;Outono;105
2023;3;Outono;105
2023;3;Outono;105
2023;3;Outono;105
2023;3;Outono;105
2023;3;Outono;105
2023;4;Outono;107
2023;4;Outono;108
2023;4;Outono;109
2023;4;Outono;110
2023;4;Outono;111
2023;4;Outono;112
2023;4;Outono;113
2023;4;Outono;114
2023;4;Outono;115
2023;4;Outono;116
2023;4;Outono;117
2023;4;Outono;118
2023;4;Outono;119
2023;4;Outono;120
2023;4;Outono;121
2023;4;Outono;122
2023;4;Outono;122
2023;4;Outono;122
2023;4;Outono;122
2023;4;Outono;122
2023;5;Outono;122
2023;5;Outono;122
2023;5;Outono;122
2023;5;Outono;122
2023;5;Outono;122
2023;5;Outono;122
2023;5;Outono;122
2023;5;Outono;122
2023;5;Outono;126
2023;5;Outono;127
2023;5;Outono;128
2023;5;Outono;129
2023;5;Outono;130
2023;5;Outono;131
2023;5;Outono;132
2023;5;Outono;133
2023;5;Outono;134
2023;5;Outono;135
2023;5;Outono;136
2023;5;Outono;137
2023;6;Outono;138
2023;6;Outono;139
2023;6;Outono;140
2023;6;Outono;141
2023;6;Outono;142
2023;6;Outono;145
2023;6;Outono;146
2023;6;Outono;147
2023;6;Outono;147
2023;6;Outono;147
2023;6;Outono;148
2023;6;Outono;148
2023;6;Outono;148
2023;6;Outono;148
2023;6;Outono;148
2023;6;Outono;148
2023;6;Outono;148
2023;6;Outono;148
2023;6;Outono;148
2023;6;Outono;148
2023;6;Inverno;163
2023;6;Inverno;163
2023;6;Inverno;164
2023;6;Inverno;164
2023;6;Inverno;165
2023;6;Inverno;165
2023;6;Inverno;165
2023;6;Inverno;165
2023;6;Inverno;165
2023;6;Inverno;165
2023;6;Inverno;166
2023;6;Inverno;166
2023;6;Inverno;166
2023;6;Inverno;166
2023;6;Inverno;166
2023;6;Inverno;166
2023;6;Inverno;167
2023;6;Inverno;167
2023;6;Inverno;167
2023;6;Inverno;167
2023;7;Inverno;167
2023;7;Inverno;167
2023;7;Inverno;167
2023;7;Inverno;167
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;7;Inverno;168
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;169
2023;8;Inverno;170
2023;8;Inverno;170
2023;8;Inverno;170
2023;8;Inverno;170
2023;8;Inverno;170
2023;8;Inverno;170
2023;8;Inverno;170
2023;8;Inverno;170
2023;8;Inverno;170
2023;9;Inverno;175
2023;9;Inverno;175
2023;9;Inverno;175
2023;9;Inverno;175
2023;9;Inverno;165
2023;9;Inverno;155
2023;9;Inverno;150
2023;9;Inverno;135
2023;9;Inverno;130
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Inverno;125
2023;9;Primavera;120
2023;9;Primavera;120
2023;9;Primavera;120
2023;9;Primavera;115
2023;9;Primavera;115
2023;9;Primavera;115
2023;9;Primavera;115
2023;9;Primavera;115
2023;9;Primavera;115
