Ano;Mes;Estacao;Crescimento
2022;1;Verão;42
2022;1;Verão;44
2022;1;Verão;43
2022;1;Verão;43
2022;1;Verão;43
2022;1;Verão;43
2022;1;Verão;43
2022;1;Verão;43
2022;1;Verão;43
2022;1;Verão;43
2022;1;Verão;43
2022;1;Verão;43
2022;1;Verão;44
2022;1;Verão;44
2022;1;Verão;44
2022;1;Verão;44
2022;1;Verão;44
2022;1;Verão;44
2022;1;Verão;44
2022;1;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;2;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Verão;44
2022;3;Outono;51
2022;3;Outono;50
2022;3;Outono;52
2022;3;Outono;53
2022;3;Outono;52
2022;3;Outono;52
2022;3;Outono;52
2022;3;Outono;52
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;3;Outono;53
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;60
2022;4;Outono;65
2022;4;Outono;65
2022;4;Outono;65
2022;4;Outono;65
2022;4;Outono;65
2022;4;Outono;65
2022;4;Outono;65
2022;4;Outono;65
2022;4;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;5;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Outono;65
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;6;Inverno;98
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;7;Inverno;110
2022;8;Inverno;110
2022;8;Inverno;110
2022;8;Inverno;110
2022;8;Inverno;110
2022;8;Inverno;110
2022;8;Inverno;110
2022;8;Inverno;110
2022;8;Inverno;110
2022;8;Inverno;110
2022;8;Inverno;115
2022;8;Inverno;115
2022;8;Inverno;115
2022;8;Inverno;115
2022;8;Inverno;115
2022;8;Inverno;115
2022;8;Inverno;115
