Data;Estacao_Ano;Tipo_Planta;Tipo_Solo;Temperatura_C;Chuva_mm;Horas_Sol_Dia;Humidade_Solo;Frequencia_Podas;Nivel_Pesticida;Cor_Folha;Densidade_Fibra;Tamanho_Raiz_cm;Indice_Crescimento;Resistencia_Clima;Ervas_Daninhas;Num_Praga;Altura_cm;Tempo_Crescimento_horas;Litros_Agua_Semana;Custo_Cultivo;Preco_Venda;Saude;Tempo_Vida_dias
2020-01-01;Inverno;Tomate;Arenoso;17.178216986460672;46.49861210553259;4.329786548626209;71.24265684705942;8;1.204818364280431;7.489056900784498;2.969967901834477;41.177492947748554;0.44805071400239205;0.8426558025463513;1.0;43.0;126.86854385403007;1119.1417888242834;1.261878404551016;323.51951633381304;814.3004209838352;Doente;83.14485483040059
2020-01-02;Inverno;Batata;Arenoso;8.310375729779363;74.51507956655634;6.913469791876313;26.907380617748434;5;0.5032540815193198;27.74828671571337;1.6941195236034374;44.06779312250329;0.2859042793591168;10.47111329939649;0.0;0.0;402.1235152329544;1257.8039566092712;38.69643386399636;305.16477051126117;805.448788032631;Doente;47.19174730454367
2020-01-03;Inverno;Soja;Argiloso;27.63922536638927;-47.990603789033685;8.43456260877738;16.058913572830996;1;3.7040349616530315;15.147680271481395;1.4015197132001669;40.441485696022184;1.1776162473793554;1.3321097231543821;0.5;8.0;318.7411045873595;1543.4348695535932;9.06315409515252;440.0785728348486;824.4498499211687;Doente;110.68369421391225
2020-01-04;Inverno;Batata;Humoso;17.495724128312926;-11.031901668927176;9.194002455852518;63.24278022064944;7;0.05318174473830595;6.00431594097613;2.0642210002663055;10.495425044818514;0.32402434826738774;10.205581609921111;0.0;0.0;191.4268324215356;627.1502435247876;19.00623100432224;345.7370466491606;753.5069839649332;Saudável;156.01123311368346
2020-01-05;Inverno;Batata;Arenoso;17.785205415243304;48.26608638242618;6.990027074953861;26.33186341650583;9;0.15111369188584967;25.78037831265766;1.0694425504888296;33.38428607113797;0.7610136703533287;6.230116498808457;0.0;0.0;343.48030787486505;461.46576977621703;35.666645848404244;198.97055273043088;622.3648155802174;Doente;133.85933269352861
2020-01-06;Inverno;Trigo;Humoso;10.6477398263103;140.10071231782698;2.04505050198443;39.06534386664709;8;1.2354260065660014;40.18205724626217;1.9862639740280015;47.99521334049822;1.1248078097875926;8.77409391442418;0.0;0.0;490.90036448421745;958.1987002075336;20.264325591117547;357.38146841819747;990.5623897250929;Saudável;145.27898730940865
2020-01-07;Inverno;Soja;Argiloso;1.559680559331225;26.72180807103169;3.490534212148268;16.0143272626837;7;2.3138963472342144;32.558384706419524;2.1105330804903;26.584357538143347;0.9660692376286828;3.120969967374254;0.0;0.0;341.37157324142;1728.2590366909162;14.33294654424472;122.45645635049225;378.65847966308684;Doente;84.1012613240718
2020-01-08;Inverno;Soja;Argiloso;0.9523129611896586;34.874405210726934;2.7978096308269436;27.363730539157334;1;1.7743294454270906;23.539330399254315;3.552125528750711;17.959316173187325;1.5584573166355389;7.791756860589092;1.0;26.0;324.13131314867405;1534.026616306791;48.57316174535228;160.19115626156804;403.93812247243056;Doente;80.9589814094822
2020-01-09;Inverno;Soja;Humoso;12.700054324595925;92.93921780132445;4.90659580455208;67.02801908914138;7;-0.03296300401680552;27.258518215351916;3.3741792290879253;35.492511509142076;1.2898162373832305;10.069218155700348;0.0;0.0;288.6335581581441;247.77650351195646;-9.240353183158097;248.254302596874;682.0003646529652;Saudável;270.5203871521041
2020-01-10;Inverno;Batata;Argiloso;2.5369613429171345;70.7585514572236;6.010807949069967;67.832610890131;2;4.530413231983916;17.84898369764;2.1247958624601164;44.2330813618154;1.2236473055901844;2.144442868759538;0.5;1.5;258.36113563148297;1470.0614511050612;12.897875504731385;415.1201846920294;997.6725466243269;Doente;46.780703092343835
2020-01-11;Inverno;Tomate;Siltoso;18.205408666204175;9.785230019666649;2.3471774286284868;26.020797348206603;2;4.507303044419577;-1.498896840024573;2.770258178465424;7.248431275093844;0.5876101307251426;1.5204575931559214;0.0;0.0;19.91177469004642;739.174147464209;14.941437643706191;441.4095202046379;6002.0537921656605;Doente;61.55644356318937
2020-01-12;Inverno;Soja;Siltoso;26.429190169189724;32.16327911348556;4.7878238063652425;35.03882876353514;8;1.1397370588329574;25.660779931133465;2.702481913745276;35.912087905509;0.2015302679294972;4.2894205619177495;0.0;0.0;357.84062273672635;992.7885203893738;20.205378624028235;316.6237769759986;862.9526708366275;Saudável;322.80055356393336
2020-01-13;Inverno;Cenoura;Argiloso;26.48744449556166;-6.46004022855351;3.4334373970025807;20.92154894262892;8;3.4005835189720655;25.105261190017927;2.4190585704424654;41.99210392354628;1.3179518805506625;3.8669003951770033;0.0;0.0;661.6794416552301;1131.8220426994885;31.838416306203356;478.9360080444381;803.0812444692112;Doente;125.38956353781293
2020-01-14;Inverno;Batata;Siltoso;19.77136230396697;143.2042918260417;7.176561330070992;16.71694372601144;8;2.635832499545277;11.889592747542558;2.974156035694116;34.15579990394848;1.5394014970256402;1.8560999513564929;0.0;0.0;347.59029328596745;1352.71124219929;27.018058340631182;135.23032667086605;397.7740143270748;Doente;96.66434348805852
2020-01-15;Inverno;Trigo;Arenoso;6.33695494418793;-23.873123688528054;5.71417895459472;80.97687961745554;3;0.9303389176572786;41.07222190544458;3.2470304686073956;40.30079892394308;0.8080073298527606;8.532831830275939;1.0;27.0;356.31081041151094;730.7688137252394;2.2394544402445042;538.2787232767057;1327.5890818614466;Doente;42.68543254637446
2020-01-16;Inverno;Tomate;Humoso;25.889904940766158;24.367356913283885;5.96254117547127;57.41643619320562;6;1.0538132013372352;4.366039249510593;2.453816331789067;33.46117197546285;1.4695024775516632;2.3879076095479297;1.0;41.0;261.9823016842488;1002.3014957907925;27.53112712898198;594.2349189957622;955.2361476338365;Doente;72.2058211152609
2020-01-17;Inverno;Cenoura;Arenoso;26.58280305939624;-44.83220555599776;5.421534304267689;49.47161524994919;7;2.19872131418141;48.2605735747216;3.250399568338013;18.917457957391598;0.4881679323597838;8.919790464442883;0.0;0.0;551.9346020504084;1988.4520270744385;-0.010358014896461043;317.0150131253819;716.4193197152365;Saudável;174.48989839766148
2020-01-18;Inverno;Cenoura;Humoso;5.899607548588762;-5.644101613290722;9.648157683892535;65.10975463443783;4;1.8391401501159588;31.018256437346512;3.445478982189192;23.621438095977084;0.7048938713031032;10.868933741581184;1.0;1.0;518.8243893992369;947.0549955219075;-4.410188694311078;113.20800125919922;371.0229678031677;Doente;32.32349350506763
2020-01-19;Inverno;Trigo;Argiloso;22.12278257312032;106.09422767603098;3.717881000972506;70.33026078420757;0;1.1991020837854793;25.628963520153714;2.350169543135876;38.90401337128135;0.4787942834511577;8.269889384553027;0.0;0.0;550.4820827793528;1234.4693189670154;12.402305578703398;267.12987952972236;828.2966106683593;Doente;93.41410156463809
2020-01-20;Inverno;Tomate;Arenoso;8.595586467813689;-9.764953542224106;6.133314078750995;67.9948933691978;8;3.7805134241549028;12.475094919579242;3.2037604504113686;5.8454753844305785;0.7550229411092408;1.443312169577031;0.0;0.0;147.01947963154316;1082.7508326110535;9.956615057844797;123.61186358062452;381.54199176493574;Saudável;195.1790303718103
2020-01-21;Inverno;Batata;Argiloso;24.07920937058789;-33.98731949420688;7.8881389469226875;12.682621056358236;5;2.1502700308160825;22.805581828347776;1.2834565416976438;35.61278647582189;1.2555505411218075;6.485417210897472;0.0;0.0;184.99907132056745;2747.7530316925076;16.534693816045966;369.8287344129057;699.8696177492741;Doente;129.36087970092208
2020-01-22;Inverno;Milho;Argiloso;29.91713699710808;44.89063596890466;6.4547553050765;24.601412479401766;2;3.0171957545747974;44.299601708737505;4.248189394925724;44.99168120360233;0.8167029471648343;6.685928312538531;0.0;0.0;553.6894900326109;2766.1716858038913;33.4144287258287;172.8181051424446;408.6867141255371;Doente;122.19414407156363
2020-01-23;Inverno;Tomate;Humoso;0.9007801598817835;-48.0061530530963;9.43216708573441;57.36823075431505;2;0.6893229434685355;18.81779968846929;1.6233785343042446;15.812147327050525;1.3584970910243188;3.6833508376479696;1.0;6.0;203.67407186079976;2885.906388588433;13.18389971449876;321.9668287093143;625.2722773928114;Doente;86.72988740616051
2020-01-24;Inverno;Trigo;Humoso;26.920975973727963;-33.046769114733365;5.023746845130273;37.82801395234428;9;2.4104937552115917;18.770918048880887;1.571627852034129;37.965260472167174;1.0025391576733977;4.934956156721343;0.0;0.0;340.6225847499631;1984.0298462130454;16.335974235507457;179.45170768263137;500.75666772259615;Saudável;287.82256357272144
